date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:53:07	204594/204594	---MCZ	200	added ('OK')	text/html	etag:%22qsa6uxw2c62rw7%22	https://www.dominos.com/menu/dessert?type=order_delivery	C:/Aali/dominos/www.dominos.com/menu/dessert32f4.html	(from https://www.dominos.com/menu/dessert)
18:53:09	204604/204604	---MCZ	200	added ('OK')	text/html	etag:%22mp4enwsp7h2rwo%22	https://www.dominos.com/menu/dessert?type=order_carryout	C:/Aali/dominos/www.dominos.com/menu/dessert0e22.html	(from https://www.dominos.com/menu/dessert)
18:53:11	157559/157559	---MCZ	200	added ('OK')	text/html	etag:%22rh83y6tdkr1t2u%22	https://www.dominos.com/menu/dessert/F_CBITES/cinnamon_bread_bites	C:/Aali/dominos/www.dominos.com/menu/dessert/F_CBITES/cinnamon_bread_bites.html	(from https://www.dominos.com/menu/dessert)
18:53:13	97476/97476	---M--	200	added ('OK')	image/png	date:Mon,%2014%20Jul%202025%2013:35:22%20GMT	https://www.dominos.com/cms/assets/b37f9e7a-b17b-4614-882f-e1b6700cbba4?modified_on=2024-07-29T12%3A34%3A46.346Z&im=Resize%3D%28258%2C258%29%3BCrop%2Crect%3D%2838%2C18%2C234%2C234%29%2CallowExpansion	C:/Aali/dominos/www.dominos.com/cms/assets/b37f9e7a-b17b-4614-882f-e1b6700cbba4db3d.png	(from https://www.dominos.com/menu/dessert)
18:53:15	41015/41015	---M--	200	added ('OK')	image/png	date:Mon,%2014%20Jul%202025%2013:35:23%20GMT	https://www.dominos.com/cms/assets/14d62c32-d2c8-4536-9e9c-3ab46856c372?modified_on=2024-07-29T12%3A34%3A02.731Z&im=Resize%3D%28258%2C258%29%3BCrop%2Crect%3D%2838%2C18%2C234%2C234%29%2CallowExpansion	C:/Aali/dominos/www.dominos.com/cms/assets/14d62c32-d2c8-4536-9e9c-3ab46856c3727039.png	(from https://www.dominos.com/menu/dessert)
18:53:15	157560/157560	---MCZ	200	added ('OK')	text/html	etag:%22nuo931m2x01t52%22	https://www.dominos.com/menu/dessert/F_MRBRWNE/dominos_marbled_cookie_brownie	C:/Aali/dominos/www.dominos.com/menu/dessert/F_MRBRWNE/dominos_marbled_cookie_brownie.html	(from https://www.dominos.com/menu/dessert)
18:53:18	157532/157532	---MCZ	200	added ('OK')	text/html	etag:%22e4txre0dqf1t49%22	https://www.dominos.com/menu/dessert/F_LAVA/chocolate_lava_crunch_cakes	C:/Aali/dominos/www.dominos.com/menu/dessert/F_LAVA/chocolate_lava_crunch_cakes.html	(from https://www.dominos.com/menu/dessert)
18:53:18	204367/204367	---MCZ	200	added ('OK')	text/html	etag:%22h7gv7p44h92rta%22	https://www.dominos.com/en/menu/pasta	C:/Aali/dominos/www.dominos.com/en/menu/pasta.html	(from https://www.dominos.com/menu/pasta)
18:53:20	204294/204294	---MCZ	200	added ('OK')	text/html	etag:%22jecpov4he52rrc%22	https://www.dominos.com/menu/pasta?type=order_delivery	C:/Aali/dominos/www.dominos.com/menu/pasta32f4.html	(from https://www.dominos.com/menu/pasta)
18:53:22	204321/204321	---MCZ	200	added ('OK')	text/html	etag:%2214vxygcfma52rre%22	https://www.dominos.com/menu/pasta?type=order_carryout	C:/Aali/dominos/www.dominos.com/menu/pasta0e22.html	(from https://www.dominos.com/menu/pasta)
18:53:24	74271/74271	---M--	200	added ('OK')	image/png	date:Mon,%2018%20Nov%202024%2016:55:49%20GMT	https://www.dominos.com/cms/assets/281d4d36-ca81-4789-b3c2-91a1deeaeb01?modified_on=2024-08-28T16%3A32%3A56.653Z&im=Resize%3D%28277%2C277%29%3BCrop%2Crect%3D%2857%2C20%2C234%2C234%29%2CallowExpansion	C:/Aali/dominos/www.dominos.com/cms/assets/281d4d36-ca81-4789-b3c2-91a1deeaeb018ca3.png	(from https://www.dominos.com/menu/pasta)
18:53:26	73591/73591	---M--	200	added ('OK')	image/png	date:Mon,%2018%20Nov%202024%2016:55:50%20GMT	https://www.dominos.com/cms/assets/cd6afd00-4ac2-4f09-843b-48190eb1fb4b?modified_on=2024-08-28T18%3A18%3A00.429Z&im=Resize%3D%28277%2C277%29%3BCrop%2Crect%3D%2857%2C20%2C234%2C234%29%2CallowExpansion	C:/Aali/dominos/www.dominos.com/cms/assets/cd6afd00-4ac2-4f09-843b-48190eb1fb4bb097.png	(from https://www.dominos.com/menu/pasta)
18:53:26	157487/157487	---MCZ	200	added ('OK')	text/html	etag:%22spn7g4d63w1t3c%22	https://www.dominos.com/menu/pasta/S_5CHSMAC/5cheese_mac_cheese	C:/Aali/dominos/www.dominos.com/menu/pasta/S_5CHSMAC/5cheese_mac_cheese.html	(from https://www.dominos.com/menu/pasta)
18:53:28	76179/76179	---M--	200	added ('OK')	image/png	date:Thu,%2013%20Mar%202025%2014:29:12%20GMT	https://www.dominos.com/cms/assets/2a718451-e1f7-415a-a01a-3734b65f9a21?modified_on=2024-07-26T20%3A08%3A14.878Z&im=Resize%3D%28277%2C277%29%3BCrop%2Crect%3D%2857%2C20%2C234%2C234%29%2CallowExpansion	C:/Aali/dominos/www.dominos.com/cms/assets/2a718451-e1f7-415a-a01a-3734b65f9a2128ae.png	(from https://www.dominos.com/menu/pasta)
18:53:28	157574/157574	---MCZ	200	added ('OK')	text/html	etag:%2295j5lk1bu81t51%22	https://www.dominos.com/menu/pasta/S_BUFFALO/spicy_buffalo_5cheese_mac_cheese	C:/Aali/dominos/www.dominos.com/menu/pasta/S_BUFFALO/spicy_buffalo_5cheese_mac_cheese.html	(from https://www.dominos.com/menu/pasta)
18:53:31	157538/157538	---MCZ	200	added ('OK')	text/html	etag:%221jp1wtm8gd1t4f%22	https://www.dominos.com/menu/pasta/S_ALFR/chicken_alfredo	C:/Aali/dominos/www.dominos.com/menu/pasta/S_ALFR/chicken_alfredo.html	(from https://www.dominos.com/menu/pasta)
18:53:31	216036/216036	---MCZ	200	added ('OK')	text/html	etag:%22kuabwcvvds30ef%22	https://www.dominos.com/en/menu/sandwich	C:/Aali/dominos/www.dominos.com/en/menu/sandwich.html	(from https://www.dominos.com/menu/sandwich)
18:53:33	215916/215916	---MCZ	200	added ('OK')	text/html	etag:%22134dxl30hsk30bb%22	https://www.dominos.com/menu/sandwich?type=order_delivery	C:/Aali/dominos/www.dominos.com/menu/sandwich32f4.html	(from https://www.dominos.com/menu/sandwich)
18:53:35	215913/215913	---MCZ	200	added ('OK')	text/html	etag:%2217ff6bx646830bb%22	https://www.dominos.com/menu/sandwich?type=order_carryout	C:/Aali/dominos/www.dominos.com/menu/sandwich0e22.html	(from https://www.dominos.com/menu/sandwich)
18:53:37	67265/67265	---M--	200	added ('OK')	image/png	date:Mon,%2015%20Jun%202026%2010:27:18%20GMT	https://www.dominos.com/cms/assets/79434f39-e8ee-491b-baff-c4d54154dc6f?modified_on=2026-04-24T19%3A15%3A56.798Z&im=Resize%3D%28426%2C426%29%3BCrop%2Crect%3D%28200%2C130%2C234%2C234%29%2CallowExpansion	C:/Aali/dominos/www.dominos.com/cms/assets/79434f39-e8ee-491b-baff-c4d54154dc6fa031.png	(from https://www.dominos.com/menu/sandwich)
18:53:40	68126/68126	---M--	200	added ('OK')	image/png	date:Mon,%2015%20Jun%202026%2010:27:17%20GMT	https://www.dominos.com/cms/assets/409e3875-7647-41b9-86b1-4ba3ef231f0a?modified_on=2026-04-24T19%3A30%3A44.828Z&im=Resize%3D%28426%2C426%29%3BCrop%2Crect%3D%28200%2C130%2C234%2C234%29%2CallowExpansion	C:/Aali/dominos/www.dominos.com/cms/assets/409e3875-7647-41b9-86b1-4ba3ef231f0afcd8.png	(from https://www.dominos.com/menu/sandwich)
18:53:40	157577/157577	---MCZ	200	added ('OK')	text/html	etag:%222zlzq9fdqe1t57%22	https://www.dominos.com/menu/sandwich/S_PHIL/philly_cheese_steak	C:/Aali/dominos/www.dominos.com/menu/sandwich/S_PHIL/philly_cheese_steak.html	(from https://www.dominos.com/menu/sandwich)
18:53:42	74844/74844	---M--	200	added ('OK')	image/png	date:Mon,%2015%20Jun%202026%2010:27:19%20GMT	https://www.dominos.com/cms/assets/86d7f569-ff6f-4a44-8321-4e3e2bfa4c00?modified_on=2026-04-24T19%3A34%3A15.624Z&im=Resize%3D%28426%2C426%29%3BCrop%2Crect%3D%28200%2C130%2C234%2C234%29%2CallowExpansion	C:/Aali/dominos/www.dominos.com/cms/assets/86d7f569-ff6f-4a44-8321-4e3e2bfa4c00879a.png	(from https://www.dominos.com/menu/sandwich)
18:53:42	157570/157570	---MCZ	200	added ('OK')	text/html	etag:%22y2c1cpi6nc1t56%22	https://www.dominos.com/menu/sandwich/S_CHIKK/chicken_bacon_ranch	C:/Aali/dominos/www.dominos.com/menu/sandwich/S_CHIKK/chicken_bacon_ranch.html	(from https://www.dominos.com/menu/sandwich)
18:53:44	64679/64679	---M--	200	added ('OK')	image/png	date:Mon,%2015%20Jun%202026%2010:27:17%20GMT	https://www.dominos.com/cms/assets/e36abdda-8939-4ace-a4c0-0143b7b31120?modified_on=2026-04-24T19%3A37%3A22.508Z&im=Resize%3D%28426%2C426%29%3BCrop%2Crect%3D%28200%2C130%2C234%2C234%29%2CallowExpansion	C:/Aali/dominos/www.dominos.com/cms/assets/e36abdda-8939-4ace-a4c0-0143b7b311200985.png	(from https://www.dominos.com/menu/sandwich)
18:53:44	157488/157488	---MCZ	200	added ('OK')	text/html	etag:%2214k76fzozs31t3a%22	https://www.dominos.com/menu/sandwich/S_ITALIAN/italian	C:/Aali/dominos/www.dominos.com/menu/sandwich/S_ITALIAN/italian.html	(from https://www.dominos.com/menu/sandwich)
18:53:46	65080/65080	---M--	200	added ('OK')	image/png	date:Mon,%2015%20Jun%202026%2010:27:21%20GMT	https://www.dominos.com/cms/assets/a23ef260-0adc-4d7d-b352-d0706faa3c97?modified_on=2026-04-24T19%3A40%3A30.693Z&im=Resize%3D%28426%2C426%29%3BCrop%2Crect%3D%28200%2C130%2C234%2C234%29%2CallowExpansion	C:/Aali/dominos/www.dominos.com/cms/assets/a23ef260-0adc-4d7d-b352-d0706faa3c970140.png	(from https://www.dominos.com/menu/sandwich)
18:53:46	157520/157520	---MCZ	200	added ('OK')	text/html	etag:%227jja08p8ko1t42%22	https://www.dominos.com/menu/sandwich/S_CHIKP/chicken_parm	C:/Aali/dominos/www.dominos.com/menu/sandwich/S_CHIKP/chicken_parm.html	(from https://www.dominos.com/menu/sandwich)
18:53:49	157520/157520	---MCZ	200	added ('OK')	text/html	etag:%2210wpm52i6dw1t42%22	https://www.dominos.com/menu/sandwich/S_BUFC/buffalo_chicken	C:/Aali/dominos/www.dominos.com/menu/sandwich/S_BUFC/buffalo_chicken.html	(from https://www.dominos.com/menu/sandwich)
18:53:49	196164/196164	---MCZ	200	added ('OK')	text/html	etag:%2211tsx4xwufo2lpi%22	https://www.dominos.com/en/menu/g-salad	C:/Aali/dominos/www.dominos.com/en/menu/g-salad.html	(from https://www.dominos.com/menu/g-salad)
18:53:51	196104/196104	---MCZ	200	added ('OK')	text/html	etag:%22swc3qfjv2f2lob%22	https://www.dominos.com/menu/g-salad?type=order_delivery	C:/Aali/dominos/www.dominos.com/menu/g-salad32f4.html	(from https://www.dominos.com/menu/g-salad)
18:53:53	196091/196091	---MCZ	200	added ('OK')	text/html	etag:%22i951w89mtc2lni%22	https://www.dominos.com/menu/g-salad?type=order_carryout	C:/Aali/dominos/www.dominos.com/menu/g-salad0e22.html	(from https://www.dominos.com/menu/g-salad)
18:53:56	1033899/1033899	---M--	200	added ('OK')	image/png	date:Mon,%2018%20Nov%202024%2018:20:55%20GMT	https://www.dominos.com/cms/assets/71840f38-b957-4807-bac3-5e42945a62be?modified_on=2024-02-11T03:02:46.769Z	C:/Aali/dominos/www.dominos.com/cms/assets/71840f38-b957-4807-bac3-5e42945a62be6822.png	(from https://www.dominos.com/menu/g-salad)
18:53:57	157540/157540	---MCZ	200	added ('OK')	text/html	etag:%227qlazh1cci1t4j%22	https://www.dominos.com/menu/g-salad/F_GARDEN/classic_garden	C:/Aali/dominos/www.dominos.com/menu/g-salad/F_GARDEN/classic_garden.html	(from https://www.dominos.com/menu/g-salad)
18:53:59	157541/157541	---MCZ	200	added ('OK')	text/html	etag:%2215fi2b247ub1t4k%22	https://www.dominos.com/menu/g-salad/F_CCAESAR/chicken_caesar	C:/Aali/dominos/www.dominos.com/menu/g-salad/F_CCAESAR/chicken_caesar.html	(from https://www.dominos.com/menu/g-salad)
18:54:00	956376/956376	---M--	200	added ('OK')	image/png	date:Mon,%2018%20Nov%202024%2018:20:54%20GMT	https://www.dominos.com/cms/assets/2e350962-1978-4de2-a7d0-ff6fb4054bbd?modified_on=2024-02-11T03:01:44.792Z	C:/Aali/dominos/www.dominos.com/cms/assets/2e350962-1978-4de2-a7d0-ff6fb4054bbdc14b.png	(from https://www.dominos.com/menu/g-salad)
18:54:02	215255/215255	---MCZ	200	added ('OK')	text/html	etag:%221057b1h4z9b2zwe%22	https://www.dominos.com/en/menu/drinks	C:/Aali/dominos/www.dominos.com/en/menu/drinks.html	(from https://www.dominos.com/menu/drinks)
18:54:02	215172/215172	---MCZ	200	added ('OK')	text/html	etag:%22fsvpugyags2zu5%22	https://www.dominos.com/menu/drinks?type=order_delivery	C:/Aali/dominos/www.dominos.com/menu/drinks32f4.html	(from https://www.dominos.com/menu/drinks)
18:54:04	215783/215783	---MCZ	200	added ('OK')	text/html	etag:%22oqn2u7daa1306l%22	https://www.dominos.com/menu/drinks?type=order_carryout	C:/Aali/dominos/www.dominos.com/menu/drinks0e22.html	(from https://www.dominos.com/menu/drinks)
18:54:05	31977/31977	---M--	200	added ('OK')	image/png	date:Mon,%2018%20Nov%202024%2017:05:20%20GMT	https://www.dominos.com/cms/assets/805c2b22-b266-455b-b05a-a41606eebfcb?modified_on=2024-07-29T12%3A33%3A40.450Z&im=Resize%3D%28307%2C307%29%3BCrop%2Crect%3D%2836%2C-6%2C234%2C234%29%2CallowExpansion	C:/Aali/dominos/www.dominos.com/cms/assets/805c2b22-b266-455b-b05a-a41606eebfcb8804.png	(from https://www.dominos.com/menu/drinks)
18:54:08	29378/29378	---M--	200	added ('OK')	image/png	date:Mon,%2018%20Nov%202024%2017:05:20%20GMT	https://www.dominos.com/cms/assets/901295ad-1cea-4ccb-b29d-b0c25b5052d2?modified_on=2024-07-29T12%3A33%3A43.702Z&im=Resize%3D%28307%2C307%29%3BCrop%2Crect%3D%2836%2C-6%2C234%2C234%29%2CallowExpansion	C:/Aali/dominos/www.dominos.com/cms/assets/901295ad-1cea-4ccb-b29d-b0c25b5052d20fba.png	(from https://www.dominos.com/menu/drinks)
18:54:08	157427/157427	---MCZ	200	added ('OK')	text/html	etag:%22dqmh2wctnv1t27%22	https://www.dominos.com/menu/drinks/F_COKE/coke	C:/Aali/dominos/www.dominos.com/menu/drinks/F_COKE/coke.html	(from https://www.dominos.com/menu/drinks)
18:54:11	24996/24996	---M--	200	added ('OK')	image/png	date:Thu,%2022%20May%202025%2015:08:45%20GMT	https://www.dominos.com/cms/assets/fb886d80-1d8e-44ce-97b1-34aeca196eda?modified_on=2024-07-29T12%3A33%3A27.329Z&im=Resize%3D%28307%2C307%29%3BCrop%2Crect%3D%2836%2C-6%2C234%2C234%29%2CallowExpansion	C:/Aali/dominos/www.dominos.com/cms/assets/fb886d80-1d8e-44ce-97b1-34aeca196eda0b9e.png	(from https://www.dominos.com/menu/drinks)
18:54:11	157471/157471	---MCZ	200	added ('OK')	text/html	etag:%22z8ksdkg1ar1t32%22	https://www.dominos.com/menu/drinks/F_DIET/diet_coke	C:/Aali/dominos/www.dominos.com/menu/drinks/F_DIET/diet_coke.html	(from https://www.dominos.com/menu/drinks)
18:54:14	28988/28988	---M--	200	added ('OK')	image/png	date:Mon,%2018%20Nov%202024%2017:05:21%20GMT	https://www.dominos.com/cms/assets/63672b0e-f999-45bc-b52f-6cad7e5fd0f4?modified_on=2024-07-29T12%3A33%3A33.342Z&im=Resize%3D%28307%2C307%29%3BCrop%2Crect%3D%2836%2C-6%2C234%2C234%29%2CallowExpansion	C:/Aali/dominos/www.dominos.com/cms/assets/63672b0e-f999-45bc-b52f-6cad7e5fd0f4cab0.png	(from https://www.dominos.com/menu/drinks)
18:54:14	157450/157450	---MCZ	200	added ('OK')	text/html	etag:%22o7ct51vdzv1t2m%22	https://www.dominos.com/menu/drinks/F_SPRITE/sprite	C:/Aali/dominos/www.dominos.com/menu/drinks/F_SPRITE/sprite.html	(from https://www.dominos.com/menu/drinks)
18:54:17	26148/26148	---M--	200	added ('OK')	image/png	date:Mon,%2018%20Nov%202024%2017:05:20%20GMT	https://www.dominos.com/cms/assets/93a37c30-c684-4ec0-9588-0011c6df2886?modified_on=2024-07-29T12%3A33%3A28.282Z&im=Resize%3D%28307%2C307%29%3BCrop%2Crect%3D%2836%2C-6%2C234%2C234%29%2CallowExpansion	C:/Aali/dominos/www.dominos.com/cms/assets/93a37c30-c684-4ec0-9588-0011c6df2886efcc.png	(from https://www.dominos.com/menu/drinks)
18:54:18	157542/157542	---MCZ	200	added ('OK')	text/html	etag:%221now12hjtk1t4g%22	https://www.dominos.com/menu/drinks/F_WATER/dasani_bottle_water	C:/Aali/dominos/www.dominos.com/menu/drinks/F_WATER/dasani_bottle_water.html	(from https://www.dominos.com/menu/drinks)
18:54:22	157500/157500	---MCZ	200	added ('OK')	text/html	etag:%22noh454lbf1t3k%22	https://www.dominos.com/menu/drinks/F_ORAN/fanta_orange	C:/Aali/dominos/www.dominos.com/menu/drinks/F_ORAN/fanta_orange.html	(from https://www.dominos.com/menu/drinks)
18:54:22	264065/264065	---MCZ	200	added ('OK')	text/html	etag:%22ylrnh5y5s9402c%22	https://www.dominos.com/en/menu/sides	C:/Aali/dominos/www.dominos.com/en/menu/sides.html	(from https://www.dominos.com/menu/sides)
18:54:26	264033/264033	---MCZ	200	added ('OK')	text/html	etag:%22agxw1ivxq1400c%22	https://www.dominos.com/menu/sides?type=order_delivery	C:/Aali/dominos/www.dominos.com/menu/sides32f4.html	(from https://www.dominos.com/menu/sides)
18:54:28	264063/264063	---MCZ	200	added ('OK')	text/html	etag:%22289f3n1r3r4017%22	https://www.dominos.com/menu/sides?type=order_carryout	C:/Aali/dominos/www.dominos.com/menu/sides0e22.html	(from https://www.dominos.com/menu/sides)
18:54:29	26286/26286	---M--	200	added ('OK')	image/png	date:Tue,%2007%20Apr%202026%2010:54:52%20GMT	https://www.dominos.com/cms/assets/c34ac73a-2983-40ae-8caf-29ed9a663aba?modified_on=2026-02-04T14%3A57%3A07.015Z&im=Resize%3D%28234%2C234%29%3BCrop%2Crect%3D%280%2C0%2C234%2C234%29%2CallowExpansion	C:/Aali/dominos/www.dominos.com/cms/assets/c34ac73a-2983-40ae-8caf-29ed9a663aba3f15.png	(from https://www.dominos.com/menu/sides)
18:54:31	29324/29324	---M--	200	added ('OK')	image/png	date:Mon,%2008%20Dec%202025%2012:06:07%20GMT	https://www.dominos.com/cms/assets/982ff959-3140-472b-ad10-41f1fd8c6724?modified_on=2025-11-20T20%3A21%3A33.571Z&im=Resize%3D%28234%2C234%29%3BCrop%2Crect%3D%280%2C0%2C234%2C234%29%2CallowExpansion	C:/Aali/dominos/www.dominos.com/cms/assets/982ff959-3140-472b-ad10-41f1fd8c672402dd.png	(from https://www.dominos.com/menu/sides)
18:54:32	157503/157503	---MCZ	200	added ('OK')	text/html	etag:%22rcytgfr42k1t3r%22	https://www.dominos.com/menu/sides/F_SIDSLICE/slice_sauce_dipping_cup	C:/Aali/dominos/www.dominos.com/menu/sides/F_SIDSLICE/slice_sauce_dipping_cup.html	(from https://www.dominos.com/menu/sides)
18:54:33	30571/30571	---M--	200	added ('OK')	image/png	date:Mon,%2008%20Dec%202025%2012:06:09%20GMT	https://www.dominos.com/cms/assets/9dece078-a952-4151-94e2-7c831dde9232?modified_on=2025-11-21T14%3A13%3A16.289Z&im=Resize%3D%28234%2C234%29%3BCrop%2Crect%3D%280%2C0%2C234%2C234%29%2CallowExpansion	C:/Aali/dominos/www.dominos.com/cms/assets/9dece078-a952-4151-94e2-7c831dde923257d2.png	(from https://www.dominos.com/menu/sides)
18:54:34	157502/157502	---MCZ	200	added ('OK')	text/html	etag:%22oyfpq6e4691t3s%22	https://www.dominos.com/menu/sides/F_HOTCUP/hot_buffalo_dipping_cup	C:/Aali/dominos/www.dominos.com/menu/sides/F_HOTCUP/hot_buffalo_dipping_cup.html	(from https://www.dominos.com/menu/sides)
18:54:36	31226/31226	---M--	200	added ('OK')	image/png	date:Mon,%2008%20Dec%202025%2012:06:08%20GMT	https://www.dominos.com/cms/assets/6bc602ea-23d8-4c88-bc4d-0da9b4855641?modified_on=2025-11-21T14%3A16%3A22.731Z&im=Resize%3D%28234%2C234%29%3BCrop%2Crect%3D%280%2C0%2C234%2C234%29%2CallowExpansion	C:/Aali/dominos/www.dominos.com/cms/assets/6bc602ea-23d8-4c88-bc4d-0da9b4855641f51a.png	(from https://www.dominos.com/menu/sides)
18:54:36	157558/157558	---MCZ	200	added ('OK')	text/html	etag:%22g4vltueah1t4u%22	https://www.dominos.com/menu/sides/F_SMHAB/sweet_mango_habanero_dipping_cup	C:/Aali/dominos/www.dominos.com/menu/sides/F_SMHAB/sweet_mango_habanero_dipping_cup.html	(from https://www.dominos.com/menu/sides)
18:54:38	29465/29465	---M--	200	added ('OK')	image/png	date:Mon,%2008%20Dec%202025%2012:06:08%20GMT	https://www.dominos.com/cms/assets/1722ee7c-788f-4cef-867f-5195d7bc7d75?modified_on=2025-11-21T16%3A20%3A37.361Z&im=Resize%3D%28234%2C234%29%3BCrop%2Crect%3D%280%2C0%2C234%2C234%29%2CallowExpansion	C:/Aali/dominos/www.dominos.com/cms/assets/1722ee7c-788f-4cef-867f-5195d7bc7d75ab06.png	(from https://www.dominos.com/menu/sides)
18:54:38	157489/157489	---MCZ	200	added ('OK')	text/html	etag:%22qj86l0nse21t3c%22	https://www.dominos.com/menu/sides/F_BBQC/honey_bbq_dipping_cup	C:/Aali/dominos/www.dominos.com/menu/sides/F_BBQC/honey_bbq_dipping_cup.html	(from https://www.dominos.com/menu/sides)
18:54:41	30874/30874	---M--	200	added ('OK')	image/png	date:Mon,%2008%20Dec%202025%2012:06:10%20GMT	https://www.dominos.com/cms/assets/25ca46f9-a1db-4342-8a22-2d61d3b2cbd5?modified_on=2025-11-21T14%3A19%3A21.675Z&im=Resize%3D%28234%2C234%29%3BCrop%2Crect%3D%280%2C0%2C234%2C234%29%2CallowExpansion	C:/Aali/dominos/www.dominos.com/cms/assets/25ca46f9-a1db-4342-8a22-2d61d3b2cbd5380b.png	(from https://www.dominos.com/menu/sides)
18:54:41	157452/157452	---MCZ	200	added ('OK')	text/html	etag:%22xxeef4vcli1t2n%22	https://www.dominos.com/menu/sides/F_SIDRAN/ranch_dipping_cup	C:/Aali/dominos/www.dominos.com/menu/sides/F_SIDRAN/ranch_dipping_cup.html	(from https://www.dominos.com/menu/sides)
18:54:43	28414/28414	---M--	200	added ('OK')	image/png	date:Mon,%2008%20Dec%202025%2012:06:07%20GMT	https://www.dominos.com/cms/assets/a09de470-f2ea-44c3-803a-c53c941c94c0?modified_on=2025-11-21T14%3A27%3A11.658Z&im=Resize%3D%28234%2C234%29%3BCrop%2Crect%3D%280%2C0%2C234%2C234%29%2CallowExpansion	C:/Aali/dominos/www.dominos.com/cms/assets/a09de470-f2ea-44c3-803a-c53c941c94c06010.png	(from https://www.dominos.com/menu/sides)
18:54:43	157497/157497	---MCZ	200	added ('OK')	text/html	etag:%2214y8vjzxqt31t3p%22	https://www.dominos.com/menu/sides/F_Bd/blue_cheese_dipping_cup	C:/Aali/dominos/www.dominos.com/menu/sides/F_Bd/blue_cheese_dipping_cup.html	(from https://www.dominos.com/menu/sides)
18:54:46	30505/30505	---M--	200	added ('OK')	image/png	date:Mon,%2008%20Dec%202025%2012:06:10%20GMT	https://www.dominos.com/cms/assets/1e0a6fbe-4827-446c-9ebd-5c3d90a45d45?modified_on=2025-11-21T14%3A28%3A24.574Z&im=Resize%3D%28234%2C234%29%3BCrop%2Crect%3D%280%2C0%2C234%2C234%29%2CallowExpansion	C:/Aali/dominos/www.dominos.com/cms/assets/1e0a6fbe-4827-446c-9ebd-5c3d90a45d458d0a.png	(from https://www.dominos.com/menu/sides)
18:54:46	157476/157476	---MCZ	200	added ('OK')	text/html	etag:%22a9t9j0spq71t3b%22	https://www.dominos.com/menu/sides/F_SIDGAR/garlic_dipping_cup	C:/Aali/dominos/www.dominos.com/menu/sides/F_SIDGAR/garlic_dipping_cup.html	(from https://www.dominos.com/menu/sides)
18:54:48	32209/32209	---M--	200	added ('OK')	image/png	date:Mon,%2008%20Dec%202025%2012:06:14%20GMT	https://www.dominos.com/cms/assets/dacbc263-d458-4a23-ad21-44a45e2d2baf?modified_on=2025-11-21T14%3A29%3A32.574Z&im=Resize%3D%28234%2C234%29%3BCrop%2Crect%3D%280%2C0%2C234%2C234%29%2CallowExpansion	C:/Aali/dominos/www.dominos.com/cms/assets/dacbc263-d458-4a23-ad21-44a45e2d2baf933c.png	(from https://www.dominos.com/menu/sides)
18:54:49	157470/157470	---MCZ	200	added ('OK')	text/html	etag:%22esbf7iyu3e1t34%22	https://www.dominos.com/menu/sides/F_SIDICE/icing_dipping_cup	C:/Aali/dominos/www.dominos.com/menu/sides/F_SIDICE/icing_dipping_cup.html	(from https://www.dominos.com/menu/sides)
18:54:51	157481/157481	---MCZ	200	added ('OK')	text/html	etag:%22pymd6jtb5w1t3i%22	https://www.dominos.com/menu/sides/F_SIDMAR/marinara_dipping_cup	C:/Aali/dominos/www.dominos.com/menu/sides/F_SIDMAR/marinara_dipping_cup.html	(from https://www.dominos.com/menu/sides)
18:54:51	42560/42560	---M--	200	added ('OK')	image/png	date:Mon,%2008%20Dec%202025%2012:06:06%20GMT	https://www.dominos.com/cms/assets/baca7f6c-0a5e-4b4e-9189-51ea35cb0c06?modified_on=2025-11-21T20%3A52%3A05.570Z&im=Resize%3D%28234%2C234%29%3BCrop%2Crect%3D%280%2C0%2C234%2C234%29%2CallowExpansion	C:/Aali/dominos/www.dominos.com/cms/assets/baca7f6c-0a5e-4b4e-9189-51ea35cb0c062c00.png	(from https://www.dominos.com/menu/sides)
18:54:53	40670/40670	---M--	200	added ('OK')	image/png	date:Mon,%2008%20Dec%202025%2012:06:07%20GMT	https://www.dominos.com/cms/assets/1aafa24c-eb75-4afb-84f4-5856938ab750?modified_on=2025-11-21T20%3A49%3A58.874Z&im=Resize%3D%28234%2C234%29%3BCrop%2Crect%3D%280%2C0%2C234%2C234%29%2CallowExpansion	C:/Aali/dominos/www.dominos.com/cms/assets/1aafa24c-eb75-4afb-84f4-5856938ab7507579.png	(from https://www.dominos.com/menu/sides)
18:54:53	157447/157447	---MCZ	200	added ('OK')	text/html	etag:%2211gmm9zucb11t2j%22	https://www.dominos.com/menu/sides/F_CAESAR/caesar_dressing	C:/Aali/dominos/www.dominos.com/menu/sides/F_CAESAR/caesar_dressing.html	(from https://www.dominos.com/menu/sides)
18:54:55	6940/6940	---M--	200	added ('OK')	image/jpeg	date:Wed,%2023%20Jul%202025%2012:27:38%20GMT	https://www.dominos.com/cms/assets/f5f0f552-8683-4d92-b0c7-f2bdefa57c38?modified_on=2024-02-11T03%3A04%3A45.568Z&im=Resize%3D%28234%2C234%29%3BCrop%2Crect%3D%280%2C0%2C234%2C234%29%2CallowExpansion	C:/Aali/dominos/www.dominos.com/cms/assets/f5f0f552-8683-4d92-b0c7-f2bdefa57c387472.jpg	(from https://www.dominos.com/menu/sides)
